가,나,다,라,마,바,사,이,을,를,은,는,에,에서,으로,로,의,에게,한테,께,께서,에게서,한테서,과,와,하고,이랑,랑,도,만,부터,까지,마저,조차,뿐,밖에,마다,처럼,같이,만큼,보다,대로,치고,이나,라도,이나마,야말로,은커녕,는커녕,란,자,이며,말고,더러,아,야,여,이여,이시여,서,에다가,으로서,으로써,이라고,라고,든,든지,인들

